user_id,first_name,last_name,age,city,reg_date,plan,churn_date,is_churned,cant_mensajes,cant_llamadas,cant_minutos_llamada
11043,Carlos,Garcia,29,Unknown,2022-10-13 14:13:24.801200300,Basico,,0,9.0,2.0,3.0300000000000002
11044,Ana,Gomez,54,medellín,2022-10-13 20:47:42.715678920,Basico,,0,7.0,2.0,6.54
11045,Carlos,Ramirez,26,medellín,2022-10-14 03:22:00.630157540,Premium,,0,8.0,3.0,3.66
11046,Ana,Gomez,40,cdmx,2022-10-14 09:56:18.544636160,Premium,,0,9.0,1.0,4.67
11047,Luis,Gomez,25,Unknown,,Basico,,0,5.0,5.0,13.01
11048,Mariana,Lopez,49,cali,2022-10-14 23:04:54.373593400,Premium,,0,5.0,1.0,0.83
11049,Mariana,Ramirez,65,medellín,2022-10-15 05:39:12.288072020,Premium,,0,5.0,5.0,22.85
11050,Mateo,Gomez,31,bogotá,2022-10-15 12:13:30.202550640,Basico,,0,6.0,6.0,41.05
11051,Mariana,Torres,44,medellín,2022-10-15 18:47:48.117029260,Basico,,0,8.0,3.0,7.41
11052,Sofia,Gomez,42,cdmx,2022-10-16 01:22:06.031507880,Basico,,0,8.0,4.0,30.47
11053,Carlos,Torres,30,bogotá,2022-10-16 07:56:23.945986500,Basico,,0,3.0,10.0,66.2
11054,Mateo,Lopez,72,cali,2022-10-16 14:30:41.860465116,Basico,,0,12.0,5.0,12.05
11055,Sofia,Gomez,38,monterrey,2022-10-16 21:04:59.774943736,Basico,,0,6.0,8.0,42.06
11056,Sofia,Garcia,62,cdmx,2022-10-17 03:39:17.689422356,Basico,,0,2.0,6.0,22.799999999999997
11057,Ana,Lopez,48,bogotá,2022-10-17 10:13:35.603900976,Premium,,0,4.0,5.0,30.57
11058,Mariana,Torres,54,medellín,2022-10-17 16:47:53.518379596,Premium,,0,5.0,3.0,4.45
11059,Luis,Lopez,65,cdmx,2022-10-17 23:22:11.432858216,Basico,,0,5.0,7.0,16.26
11060,Luis,Gomez,75,guadalajara,2022-10-18 05:56:29.347336836,Basico,,0,5.0,6.0,39.26
11061,Mateo,Ramirez,60,cdmx,2022-10-18 12:30:47.261815456,Basico,,0,5.0,6.0,17.59
11062,Luis,Ramirez,71,cali,2022-10-18 19:05:05.176294076,Basico,,0,2.0,9.0,40.07
11063,Carlos,Torres,22,cdmx,2022-10-19 01:39:23.090772696,Basico,,0,3.0,2.0,23.05
11064,Luis,Torres,30,medellín,2022-10-19 08:13:41.005251316,Basico,,0,9.0,6.0,52.650000000000006
11065,Mateo,Ramirez,45,monterrey,2022-10-19 14:47:58.919729932,Basico,,0,6.0,3.0,16.59
11066,Luis,Torres,60,cali,2022-10-19 21:22:16.834208552,Premium,,0,7.0,4.0,11.58
11067,Carlos,Lopez,42,Unknown,2022-10-20 03:56:34.748687172,Premium,,0,3.0,7.0,44.89
11068,Ana,Garcia,68,cdmx,2022-10-20 10:30:52.663165792,Premium,,0,5.0,4.0,22.54
11069,Mateo,Garcia,52,monterrey,2022-10-20 17:05:10.577644412,Premium,,0,4.0,8.0,24.259999999999998
11070,Ana,Lopez,64,cali,2022-10-20 23:39:28.492123032,Basico,,0,6.0,3.0,17.45
11071,Ana,Garcia,56,guadalajara,2022-10-21 06:13:46.406601652,Basico,,0,6.0,4.0,18.39
11072,Ana,Gomez,24,guadalajara,2022-10-21 12:48:04.321080272,Premium,,0,4.0,2.0,11.58
11073,Sofia,Lopez,55,cali,2022-10-21 19:22:22.235558892,Premium,,0,2.0,6.0,33.22
11074,Mariana,Torres,49,Unknown,2022-10-22 01:56:40.150037512,Basico,,0,6.0,7.0,53.74
11075,Sofia,Lopez,20,bogotá,2022-10-22 08:30:58.064516132,Basico,,0,5.0,4.0,11.84
11076,Mariana,Ramirez,79,guadalajara,2022-10-22 15:05:15.978994752,Basico,,0,5.0,2.0,5.57
11077,Ana,Torres,62,monterrey,2022-10-22 21:39:33.893473368,Basico,,0,6.0,1.0,6.55
11078,Mateo,Ramirez,56,cdmx,2022-10-23 04:13:51.807951988,Basico,,0,2.0,1.0,6.14
11079,Mariana,Torres,54,cali,2022-10-23 10:48:09.722430608,Basico,,0,5.0,3.0,9.59
11080,Carlos,Garcia,72,cali,2022-10-23 17:22:27.636909228,Basico,,0,1.0,5.0,20.83
11081,Carlos,Lopez,67,Unknown,2022-10-23 23:56:45.551387848,Basico,,0,6.0,3.0,11.56
11082,Luis,Gomez,39,cdmx,2022-10-24 06:31:03.465866468,Basico,,0,,,
11083,Mariana,Torres,79,bogotá,2022-10-24 13:05:21.380345088,Premium,,0,4.0,6.0,13.91
11084,Mateo,Torres,25,guadalajara,2022-10-24 19:39:39.294823708,Basico,,0,2.0,0.0,0.0
11085,Sofia,Ramirez,34,monterrey,2022-10-25 02:13:57.209302328,Basico,2024-07-08 00:53:20,1,7.0,10.0,36.06
11086,Ana,Garcia,69,cali,2022-10-25 08:48:15.123780948,Basico,,0,7.0,8.0,48.84
11087,Luis,Ramirez,44,guadalajara,2022-10-25 15:22:33.038259568,Premium,,0,6.0,3.0,23.04
11088,Carlos,Ramirez,50,medellín,2022-10-25 21:56:50.952738184,Basico,,0,6.0,9.0,51.559999999999995
11089,Sofia,Garcia,63,medellín,2022-10-26 04:31:08.867216804,Basico,,0,0.0,4.0,27.79
11090,Sofia,Gomez,34,Unknown,2022-10-26 11:05:26.781695424,Basico,,0,3.0,4.0,23.29
11091,Ana,Ramirez,59,cali,2022-10-26 17:39:44.696174044,Basico,,0,4.0,1.0,6.18
11092,Mariana,Ramirez,29,cali,2022-10-27 00:14:02.610652664,Basico,,0,5.0,7.0,31.279999999999998
11093,Carlos,Torres,65,bogotá,2022-10-27 06:48:20.525131284,Basico,,0,4.0,4.0,33.46
11094,Mateo,Garcia,63,guadalajara,2022-10-27 13:22:38.439609904,Premium,,0,5.0,8.0,30.72
11095,Sofia,Lopez,79,bogotá,2022-10-27 19:56:56.354088524,Premium,,0,6.0,5.0,45.37
11096,Ana,Gomez,44,bogotá,2022-10-28 02:31:14.268567144,Premium,,0,5.0,9.0,47.67
11097,Mateo,Gomez,65,medellín,2022-10-28 09:05:32.183045764,Basico,2024-12-25 23:40:00,1,1.0,4.0,16.65
11098,Mariana,Garcia,25,medellín,2022-10-28 15:39:50.097524384,Premium,2024-11-15 00:20:00,1,4.0,5.0,25.27
11099,Carlos,Torres,40,monterrey,2022-10-28 22:14:08.012003004,Basico,,0,9.0,8.0,33.83
11100,Mariana,Torres,77,guadalajara,2022-10-29 04:48:25.926481620,Basico,,0,5.0,7.0,33.9
11101,Sofia,Garcia,59,cdmx,2022-10-29 11:22:43.840960240,Premium,2024-11-01 00:13:20,1,6.0,8.0,44.8
11102,Mateo,Torres,78,medellín,2022-10-29 17:57:01.755438860,Basico,,0,3.0,6.0,53.529999999999994
11103,Mateo,Gomez,66,medellín,2022-10-30 00:31:19.669917480,Basico,,0,4.0,5.0,19.76
11104,Mateo,Gomez,76,medellín,2022-10-30 07:05:37.584396100,Basico,,0,5.0,5.0,28.67
11105,Sofia,Lopez,79,monterrey,2022-10-30 13:39:55.498874720,Basico,,0,6.0,4.0,8.040000000000001
11106,Sofia,Garcia,46,guadalajara,2022-10-30 20:14:13.413353340,Premium,,0,4.0,2.0,9.86
11107,Mariana,Ramirez,67,cali,2022-10-31 02:48:31.327831960,Basico,,0,2.0,3.0,2.79
11108,Luis,Ramirez,37,cali,2022-10-31 09:22:49.242310580,Basico,,0,8.0,3.0,8.379999999999999
11109,Mariana,Lopez,33,bogotá,2022-10-31 15:57:07.156789200,Basico,,0,11.0,5.0,32.410000000000004
11110,Carlos,Lopez,34,medellín,2022-10-31 22:31:25.071267820,Premium,,0,11.0,6.0,32.64
11111,Ana,Torres,33,monterrey,2022-11-01 05:05:42.985746440,Basico,,0,7.0,5.0,18.71
11112,Mateo,Lopez,36,medellín,2022-11-01 11:40:00.900225056,Basico,,0,8.0,6.0,16.93
11113,Luis,Lopez,73,cali,2022-11-01 18:14:18.814703676,Premium,,0,4.0,2.0,6.82
11114,Ana,Ramirez,73,medellín,2022-11-02 00:48:36.729182296,Basico,,0,3.0,3.0,15.35
11115,Luis,Torres,25,bogotá,2022-11-02 07:22:54.643660916,Basico,,0,4.0,4.0,23.42
11116,Mariana,Lopez,55,bogotá,2022-11-02 13:57:12.558139536,Premium,,0,3.0,4.0,23.8
11117,Sofia,Lopez,55,medellín,2022-11-02 20:31:30.472618156,Basico,,0,5.0,5.0,44.830000000000005
11118,Mateo,Torres,70,medellín,2022-11-03 03:05:48.387096776,Premium,2024-06-07 00:26:40,1,4.0,5.0,27.48
11119,Mariana,Garcia,46,bogotá,2022-11-03 09:40:06.301575396,Basico,2024-06-11 23:53:20,1,3.0,5.0,18.07
11120,Ana,Torres,58,medellín,2022-11-03 16:14:24.216054016,Premium,2024-08-22 23:40:00,1,5.0,5.0,41.150000000000006
11121,Ana,Ramirez,53,cdmx,2022-11-03 22:48:42.130532636,Premium,,0,6.0,8.0,35.76
11122,Ana,Garcia,43,Unknown,2022-11-04 05:23:00.045011256,Basico,,0,8.0,4.0,9.11
11123,Ana,Gomez,48,cali,2022-11-04 11:57:17.959489872,Basico,,0,5.0,6.0,49.39
11124,Ana,Torres,61,monterrey,2022-11-04 18:31:35.873968492,Premium,,0,7.0,2.0,11.59
11125,Luis,Ramirez,77,bogotá,2022-11-05 01:05:53.788447112,Basico,,0,3.0,3.0,7.9399999999999995
11126,Mariana,Garcia,29,cdmx,2022-11-05 07:40:11.702925732,Basico,,0,6.0,4.0,8.18
11127,Mateo,Torres,72,cdmx,2022-11-05 14:14:29.617404352,Basico,,0,6.0,4.0,10.040000000000001
11128,Sofia,Lopez,34,guadalajara,2022-11-05 20:48:47.531882972,Premium,,0,7.0,1.0,7.62
11129,Sofia,Torres,32,medellín,2022-11-06 03:23:05.446361592,Premium,,0,6.0,3.0,35.04
11130,Mariana,Gomez,26,Unknown,2022-11-06 09:57:23.360840212,Basico,2024-07-25 23:26:40,1,3.0,2.0,32.26
11131,Mariana,Torres,56,bogotá,2022-11-06 16:31:41.275318832,Basico,2024-06-10 00:40:00,1,5.0,1.0,7.08
11132,Sofia,Garcia,59,bogotá,2022-11-06 23:05:59.189797452,Premium,,0,6.0,3.0,36.92
11133,Sofia,Garcia,65,bogotá,2022-11-07 05:40:17.104276072,Premium,,0,8.0,2.0,10.36
11134,Luis,Torres,29,cdmx,2022-11-07 12:14:35.018754692,Basico,,0,4.0,4.0,14.42
11135,Carlos,Garcia,49,cdmx,2022-11-07 18:48:52.933233308,Premium,,0,2.0,5.0,15.15
11136,Mateo,Lopez,42,cali,2022-11-08 01:23:10.847711928,Premium,,0,4.0,2.0,23.88
11137,Ana,Torres,56,Unknown,2022-11-08 07:57:28.762190548,Basico,,0,2.0,6.0,34.29
11138,Carlos,Lopez,35,bogotá,2022-11-08 14:31:46.676669168,Premium,2024-12-03 23:53:20,1,7.0,9.0,69.9
11139,Mariana,Lopez,32,medellín,2022-11-08 21:06:04.591147788,Basico,,0,4.0,4.0,15.389999999999999
11140,Sofia,Ramirez,49,Unknown,2022-11-09 03:40:22.505626408,Basico,,0,5.0,5.0,31.2
11141,Carlos,Torres,23,cdmx,2022-11-09 10:14:40.420105028,Basico,,0,5.0,2.0,7.93
11142,Mateo,Garcia,75,cali,2022-11-09 16:48:58.334583648,Premium,,0,4.0,5.0,14.77
11143,Mariana,Lopez,61,medellín,2022-11-09 23:23:16.249062268,Premium,,0,4.0,4.0,13.46
11144,Ana,Ramirez,60,bogotá,2022-11-10 05:57:34.163540888,Basico,,0,6.0,4.0,13.07
11145,Ana,Torres,69,guadalajara,2022-11-10 12:31:52.078019508,Basico,,0,3.0,2.0,9.86
11146,Mateo,Torres,52,medellín,2022-11-10 19:06:09.992498128,Basico,,0,6.0,3.0,5.8
11147,Mateo,Gomez,51,cali,2022-11-11 01:40:27.906976744,Premium,,0,8.0,3.0,9.08
11148,Sofia,Gomez,55,cdmx,2022-11-11 08:14:45.821455364,Premium,,0,4.0,6.0,52.53
11149,Ana,Lopez,73,bogotá,2022-11-11 14:49:03.735933984,Basico,,0,3.0,4.0,29.8
11150,Mariana,Gomez,71,cdmx,2022-11-11 21:23:21.650412604,Basico,,0,3.0,4.0,9.03
11151,Carlos,Lopez,74,Unknown,2022-11-12 03:57:39.564891224,Basico,2024-07-11 01:06:40,1,10.0,7.0,47.839999999999996
11152,Mariana,Garcia,79,bogotá,2022-11-12 10:31:57.479369844,Basico,,0,7.0,4.0,20.27
11153,Luis,Lopez,22,cali,2022-11-12 17:06:15.393848464,Basico,,0,7.0,4.0,29.68
11154,Luis,Gomez,35,monterrey,2022-11-12 23:40:33.308327084,Premium,,0,0.0,5.0,27.62
11155,Mateo,Garcia,33,cdmx,2022-11-13 06:14:51.222805704,Basico,,0,3.0,4.0,22.71
11156,Sofia,Gomez,25,cdmx,2022-11-13 12:49:09.137284324,Premium,,0,6.0,3.0,17.18
11157,Luis,Lopez,42,guadalajara,2022-11-13 19:23:27.051762944,Basico,,0,2.0,7.0,39.04
11158,Ana,Ramirez,49,guadalajara,2022-11-14 01:57:44.966241560,Basico,,0,5.0,4.0,24.25
11159,Mariana,Torres,79,bogotá,2022-11-14 08:32:02.880720180,Basico,,0,15.0,2.0,5.15
11160,Mariana,Gomez,43,cdmx,2022-11-14 15:06:20.795198800,Basico,,0,9.0,5.0,27.29
11161,Mateo,Lopez,69,bogotá,2022-11-14 21:40:38.709677420,Basico,2024-09-01 00:20:00,1,5.0,4.0,11.129999999999999
11162,Carlos,Garcia,39,monterrey,2022-11-15 04:14:56.624156040,Premium,,0,6.0,7.0,28.75
11163,Mateo,Gomez,48,bogotá,2022-11-15 10:49:14.538634660,Basico,,0,8.0,6.0,23.009999999999998
11164,Carlos,Gomez,60,medellín,2022-11-15 17:23:32.453113280,Premium,,0,2.0,7.0,36.19
11165,Mateo,Torres,27,medellín,2022-11-15 23:57:50.367591900,Basico,,0,3.0,4.0,10.27
11166,Mateo,Lopez,73,Unknown,2022-11-16 06:32:08.282070520,Basico,,0,6.0,3.0,9.639999999999999
11167,Mateo,Ramirez,74,cdmx,2022-11-16 13:06:26.196549140,Basico,,0,6.0,5.0,7.830000000000001
11168,Carlos,Garcia,29,bogotá,2022-11-16 19:40:44.111027760,Premium,,0,7.0,2.0,10.7
11169,Carlos,Lopez,70,bogotá,2022-11-17 02:15:02.025506380,Basico,,0,4.0,5.0,19.85
11170,Mateo,Garcia,45,bogotá,2022-11-17 08:49:19.939984996,Basico,,0,8.0,2.0,7.93
11171,Luis,Gomez,23,medellín,2022-11-17 15:23:37.854463616,Premium,,0,3.0,4.0,24.52
11172,Sofia,Torres,76,bogotá,2022-11-17 21:57:55.768942236,Basico,,0,3.0,3.0,4.2
11173,Sofia,Torres,37,bogotá,2022-11-18 04:32:13.683420856,Premium,2024-09-09 00:00:00,1,13.0,3.0,25.91
11174,Sofia,Ramirez,22,bogotá,2022-11-18 11:06:31.597899476,Basico,,0,9.0,1.0,1.89
11175,Carlos,Torres,40,Unknown,2022-11-18 17:40:49.512378096,Premium,,0,7.0,5.0,39.49
11176,Carlos,Gomez,26,Unknown,2022-11-19 00:15:07.426856716,Basico,,0,8.0,1.0,3.61
11177,Luis,Ramirez,75,monterrey,2022-11-19 06:49:25.341335336,Premium,,0,8.0,4.0,11.26
11178,Sofia,Lopez,76,cdmx,2022-11-19 13:23:43.255813956,Basico,,0,5.0,9.0,50.86
11179,Sofia,Torres,46,cali,2022-11-19 19:58:01.170292576,Basico,,0,6.0,3.0,27.1
11180,Mateo,Ramirez,33,Unknown,2022-11-20 02:32:19.084771196,Basico,,0,6.0,3.0,8.51
11181,Carlos,Gomez,71,guadalajara,2022-11-20 09:06:36.999249816,Basico,,0,7.0,5.0,11.35
11182,Sofia,Garcia,63,monterrey,2022-11-20 15:40:54.913728432,Premium,,0,9.0,8.0,34.06
11183,Mariana,Garcia,39,Unknown,2022-11-20 22:15:12.828207052,Basico,2024-09-19 23:53:20,1,8.0,4.0,22.69
11184,Luis,Gomez,25,medellín,2022-11-21 04:49:30.742685672,Basico,,0,7.0,3.0,37.51
11185,Mariana,Gomez,76,guadalajara,2022-11-21 11:23:48.657164292,Basico,,0,7.0,3.0,10.3
11186,Mariana,Garcia,37,bogotá,2022-11-21 17:58:06.571642912,Basico,2024-06-15 00:06:40,1,10.0,7.0,36.68
11187,Luis,Ramirez,68,Unknown,2022-11-22 00:32:24.486121532,Basico,,0,3.0,0.0,0.0
11188,Mariana,Garcia,31,cali,2022-11-22 07:06:42.400600152,Basico,,0,8.0,6.0,30.4
11189,Sofia,Gomez,56,medellín,2022-11-22 13:41:00.315078772,Premium,2024-08-16 23:13:20,1,7.0,5.0,24.84
11190,Carlos,Torres,54,medellín,2022-11-22 20:15:18.229557392,Premium,,0,5.0,5.0,29.77
11191,Luis,Lopez,67,cdmx,2022-11-23 02:49:36.144036012,Basico,2024-09-21 00:53:20,1,1.0,2.0,3.4699999999999998
11192,Mateo,Torres,51,cali,2022-11-23 09:23:54.058514632,Premium,,0,3.0,3.0,8.52
11193,Mariana,Torres,28,guadalajara,2022-11-23 15:58:11.972993248,Basico,,0,6.0,4.0,32.04
11194,Luis,Gomez,71,Unknown,2022-11-23 22:32:29.887471868,Basico,,0,10.0,7.0,16.98
11195,Ana,Garcia,57,monterrey,2022-11-24 05:06:47.801950488,Basico,,0,5.0,4.0,9.96
11196,Ana,Ramirez,50,Unknown,2022-11-24 11:41:05.716429108,Basico,2024-08-05 01:06:40,1,7.0,7.0,20.86
11197,Carlos,Torres,48,guadalajara,2022-11-24 18:15:23.630907728,Basico,2024-09-15 00:26:40,1,17.0,3.0,24.93
11198,Sofia,Garcia,76,bogotá,2022-11-25 00:49:41.545386348,Premium,2024-12-24 00:26:40,1,8.0,4.0,20.41
11199,Carlos,Ramirez,71,cdmx,2022-11-25 07:23:59.459864968,Premium,,0,7.0,4.0,6.33
11200,Carlos,Torres,61,medellín,2022-11-25 13:58:17.374343588,Basico,,0,8.0,5.0,20.38
11201,Carlos,Ramirez,51,cali,2022-11-25 20:32:35.288822208,Basico,,0,7.0,3.0,7.34
11202,Carlos,Garcia,67,medellín,2022-11-26 03:06:53.203300828,Premium,,0,9.0,5.0,31.97
11203,Mateo,Lopez,24,bogotá,2022-11-26 09:41:11.117779448,Basico,,0,2.0,3.0,16.62
11204,Mateo,Garcia,75,cdmx,2022-11-26 16:15:29.032258068,Premium,,0,5.0,5.0,9.200000000000001
11205,Luis,Gomez,66,Unknown,2022-11-26 22:49:46.946736684,Basico,,0,4.0,4.0,7.22
11206,Ana,Ramirez,71,medellín,2022-11-27 05:24:04.861215304,Basico,,0,3.0,7.0,54.400000000000006
11207,Carlos,Lopez,79,medellín,2022-11-27 11:58:22.775693924,Basico,2024-06-05 23:26:40,1,5.0,4.0,11.26
11208,Luis,Ramirez,40,cali,2022-11-27 18:32:40.690172544,Premium,,0,7.0,2.0,4.44
11209,Ana,Ramirez,63,medellín,2022-11-28 01:06:58.604651164,Premium,,0,5.0,8.0,56.14
11210,Mariana,Torres,73,bogotá,,Basico,,0,8.0,5.0,24.2
11211,Sofia,Gomez,24,medellín,2022-11-28 14:15:34.433608404,Premium,,0,7.0,6.0,47.0
11212,Mateo,Ramirez,71,medellín,2022-11-28 20:49:52.348087024,Basico,,0,8.0,8.0,41.96
11213,Mariana,Garcia,42,Unknown,2022-11-29 03:24:10.262565644,Basico,2024-09-04 00:33:20,1,7.0,6.0,17.24
11214,Ana,Garcia,78,cali,2022-11-29 09:58:28.177044264,Premium,,0,8.0,4.0,26.08
11215,Mariana,Torres,20,cdmx,2022-11-29 16:32:46.091522884,Basico,,0,5.0,4.0,8.89
11216,Sofia,Gomez,76,monterrey,2022-11-29 23:07:04.006001504,Basico,2024-06-08 23:40:00,1,10.0,1.0,3.38
11217,Ana,Gomez,55,cdmx,2022-11-30 05:41:21.920480120,Basico,,0,6.0,9.0,66.03999999999999
11218,Mariana,Garcia,37,cdmx,2022-11-30 12:15:39.834958740,Premium,,0,4.0,2.0,2.22
11219,Mateo,Lopez,51,medellín,2022-11-30 18:49:57.749437360,Premium,,0,3.0,3.0,43.589999999999996
11220,Mateo,Torres,66,Unknown,2022-12-01 01:24:15.663915980,Premium,,0,5.0,5.0,27.4
11221,Luis,Torres,61,cdmx,2022-12-01 07:58:33.578394600,Basico,,0,6.0,2.0,5.6899999999999995
11222,Mariana,Garcia,61,bogotá,2022-12-01 14:32:51.492873220,Premium,,0,9.0,4.0,12.56
11223,Carlos,Garcia,47,Unknown,2022-12-01 21:07:09.407351840,Basico,,0,7.0,5.0,29.9
11224,Mariana,Lopez,34,cali,2022-12-02 03:41:27.321830460,Premium,,0,5.0,4.0,22.0
11225,Ana,Lopez,76,bogotá,2022-12-02 10:15:45.236309080,Basico,,0,7.0,4.0,10.65
11226,Ana,Gomez,27,cali,2022-12-02 16:50:03.150787700,Basico,,0,8.0,5.0,18.98
11227,Mariana,Torres,52,bogotá,2022-12-02 23:24:21.065266320,Basico,2024-08-27 23:06:40,1,10.0,5.0,37.1
11228,Sofia,Torres,37,cdmx,2022-12-03 05:58:38.979744936,Premium,,0,10.0,3.0,5.930000000000001
11229,Mateo,Garcia,35,cdmx,2022-12-03 12:32:56.894223556,Premium,,0,7.0,4.0,21.7
11230,Ana,Gomez,62,guadalajara,2022-12-03 19:07:14.808702176,Basico,,0,4.0,4.0,20.65
11231,Mateo,Torres,61,monterrey,2022-12-04 01:41:32.723180796,Basico,,0,7.0,3.0,11.790000000000001
11232,Ana,Gomez,44,Unknown,2022-12-04 08:15:50.637659416,Premium,,0,9.0,2.0,14.88
11233,Luis,Gomez,76,cali,2022-12-04 14:50:08.552138036,Basico,2024-06-16 23:20:00,1,11.0,3.0,13.53
11234,Carlos,Garcia,79,bogotá,2022-12-04 21:24:26.466616656,Premium,2024-11-15 00:20:00,1,3.0,3.0,5.93
11235,Ana,Gomez,76,bogotá,2022-12-05 03:58:44.381095276,Premium,2024-08-07 00:20:00,1,2.0,5.0,39.34
11236,Mateo,Lopez,66,guadalajara,2022-12-05 10:33:02.295573896,Basico,,0,6.0,3.0,11.3
11237,Luis,Lopez,53,medellín,2022-12-05 17:07:20.210052516,Basico,2024-11-10 00:53:20,1,7.0,4.0,16.4
11238,Ana,Ramirez,48,cali,2022-12-05 23:41:38.124531136,Basico,,0,6.0,5.0,22.03
11239,Sofia,Garcia,40,guadalajara,2022-12-06 06:15:56.039009756,Basico,,0,6.0,7.0,24.3
11240,Carlos,Ramirez,49,cdmx,2022-12-06 12:50:13.953488372,Basico,,0,7.0,6.0,39.46
11241,Ana,Lopez,27,medellín,2022-12-06 19:24:31.867966992,Premium,,0,4.0,10.0,44.46
11242,Luis,Ramirez,28,bogotá,2022-12-07 01:58:49.782445612,Basico,,0,5.0,3.0,8.61
11243,Sofia,Garcia,55,bogotá,2022-12-07 08:33:07.696924232,Basico,,0,6.0,4.0,23.520000000000003
11244,Mariana,Garcia,23,medellín,2022-12-07 15:07:25.611402852,Premium,,0,4.0,4.0,15.749999999999998
11245,Luis,Gomez,76,bogotá,2022-12-07 21:41:43.525881472,Premium,2024-10-24 22:46:40,1,3.0,4.0,22.86
11246,Luis,Torres,58,guadalajara,2022-12-08 04:16:01.440360092,Premium,,0,7.0,7.0,33.65
11247,Sofia,Gomez,79,monterrey,2022-12-08 10:50:19.354838712,Basico,,0,8.0,5.0,29.08
11248,Luis,Garcia,64,bogotá,2022-12-08 17:24:37.269317332,Premium,,0,8.0,8.0,27.970000000000002
11249,Sofia,Lopez,51,Unknown,2022-12-08 23:58:55.183795952,Premium,,0,7.0,2.0,18.45
11250,Ana,Lopez,53,Unknown,2022-12-09 06:33:13.098274572,Basico,,0,4.0,4.0,19.8
11251,Sofia,Gomez,54,Unknown,2022-12-09 13:07:31.012753188,Basico,,0,2.0,4.0,30.78
11252,Sofia,Garcia,34,medellín,2022-12-09 19:41:48.927231808,Basico,,0,5.0,7.0,47.05
11253,Carlos,Lopez,57,bogotá,2022-12-10 02:16:06.841710428,Premium,,0,4.0,3.0,13.8
11254,Sofia,Garcia,57,medellín,2022-12-10 08:50:24.756189048,Basico,,0,6.0,5.0,21.25
11255,Sofia,Lopez,71,Unknown,2022-12-10 15:24:42.670667668,Premium,,0,13.0,5.0,32.19
11256,Mariana,Garcia,29,guadalajara,2022-12-10 21:59:00.585146288,Premium,,0,6.0,3.0,9.07
11257,Ana,Ramirez,38,bogotá,2022-12-11 04:33:18.499624908,Basico,,0,7.0,5.0,22.72
11258,Carlos,Garcia,57,medellín,2022-12-11 11:07:36.414103528,Basico,2024-11-02 01:13:20,1,5.0,3.0,16.39
11259,Mariana,Garcia,36,medellín,2022-12-11 17:41:54.328582148,Basico,,0,10.0,6.0,21.380000000000003
11260,Mateo,Gomez,20,guadalajara,2022-12-12 00:16:12.243060768,Basico,,0,4.0,7.0,58.720000000000006
11261,Ana,Ramirez,35,bogotá,2022-12-12 06:50:30.157539388,Premium,,0,7.0,2.0,1.8800000000000001
11262,Ana,Torres,70,cali,2022-12-12 13:24:48.072018008,Premium,,0,8.0,3.0,9.95
11263,Mateo,Gomez,68,bogotá,2022-12-12 19:59:05.986496624,Basico,2024-08-27 00:53:20,1,7.0,6.0,17.75
11264,Sofia,Torres,36,cali,2022-12-13 02:33:23.900975244,Premium,,0,4.0,1.0,4.29
11265,Mariana,Lopez,64,monterrey,2022-12-13 09:07:41.815453864,Basico,2024-10-24 22:46:40,1,8.0,3.0,27.8
11266,Luis,Torres,23,Unknown,2022-12-13 15:41:59.729932484,Basico,,0,6.0,7.0,28.05
11267,Carlos,Garcia,33,bogotá,2022-12-13 22:16:17.644411104,Basico,,0,6.0,5.0,35.22
11268,Luis,Torres,25,bogotá,2022-12-14 04:50:35.558889724,Basico,2024-07-08 23:06:40,1,5.0,5.0,39.18
11269,Mateo,Gomez,65,cdmx,2022-12-14 11:24:53.473368344,Premium,,0,6.0,3.0,9.72
11270,Ana,Gomez,35,cdmx,2022-12-14 17:59:11.387846964,Premium,,0,6.0,4.0,21.72
11271,Ana,Torres,69,medellín,2022-12-15 00:33:29.302325584,Basico,,0,6.0,0.0,0.0
11272,Carlos,Gomez,65,bogotá,2022-12-15 07:07:47.216804204,Basico,,0,9.0,6.0,24.69
11273,Ana,Gomez,60,bogotá,2022-12-15 13:42:05.131282824,Basico,,0,9.0,4.0,19.03
11274,Ana,Torres,56,cdmx,2022-12-15 20:16:23.045761444,Basico,2024-11-21 00:46:40,1,7.0,2.0,13.55
11275,Carlos,Ramirez,66,cali,,Premium,2024-12-05 23:06:40,1,4.0,5.0,20.12
11276,Mariana,Ramirez,66,cali,2022-12-16 09:24:58.874718680,Premium,,0,3.0,1.0,11.75
11277,Mariana,Lopez,29,guadalajara,2022-12-16 15:59:16.789197300,Premium,,0,6.0,3.0,13.84
11278,Carlos,Gomez,62,medellín,2022-12-16 22:33:34.703675920,Basico,,0,5.0,2.0,5.4
11279,Mateo,Torres,27,cali,2022-12-17 05:07:52.618154540,Basico,,0,9.0,1.0,5.23
11280,Ana,Gomez,24,medellín,2022-12-17 11:42:10.532633160,Basico,,0,11.0,5.0,24.66
11281,Ana,Garcia,63,monterrey,2022-12-17 18:16:28.447111780,Basico,,0,6.0,2.0,14.739999999999998
11282,Mateo,Gomez,72,medellín,2022-12-18 00:50:46.361590400,Basico,,0,12.0,5.0,33.68
11283,Mariana,Gomez,18,guadalajara,2022-12-18 07:25:04.276069020,Basico,2024-07-30 22:53:20,1,10.0,6.0,28.22
11284,Sofia,Ramirez,66,monterrey,2022-12-18 13:59:22.190547640,Basico,,0,6.0,3.0,15.370000000000001
